framework_short_name,lot_number,salesforce_id,supplier_name
RM1557.10,1,0010N00004PjxMTQAZ,INSALA LIMITED,
RM1557.10,2,0010N00004PjxMTQAZ,INSALA LIMITED,
RM1557.10,3,0010N00004PjxMTQAZ,INSALA LIMITED,
RM1557.10,2,0010N00004PjxMuQAJ,NOTTX LTD,
RM1557.10,2,0010N00004PjxMUQAZ,INSPIRED MOBILE LIMITED,
RM1557.10,2,0010N00004PjxMvQAJ,NOVOVILLE LIMITED,
RM1557.10,3,0010N00004PjxMVQAZ,INTELLIGENT TRANSFORMATION LIMITED,
RM1557.10,3,0010N00004PjxMwQAJ,ONEPOINT CONSULTING LIMITED,
RM1557.10,2,0010N00004PjxMWQAZ,"INTERDIGITAL EUROPE, LTD",
RM1557.10,2,0010N00004PjxMxQAJ,OSMII LIMITED,
RM1557.10,3,0010N00004PjxMXQAZ,ISDM SOLUTIONS LIMITED,
RM1557.10,2,0010N00004PjxMyQAJ,PITCHBOOKING LTD,
RM1557.10,1,0010N00004PjxMYQAZ,JUST AFTER MIDNIGHT LTD,
RM1557.10,3,0010N00004PjxMYQAZ,JUST AFTER MIDNIGHT LTD,
RM1557.10,2,0010N00004PjxMzQAJ,POLIMONITOR LIMITED,
RM1557.10,2,0010N00004PjxMZQAZ,KANTO ELECT LIMITED,
RM1557.10,2,0010N00004PjxN0QAJ,PRAMATI TECHNOLOGIES EUROPE LIMITED,
RM1557.10,3,0010N00004PjxN1QAJ,PROPEL LONDON LIMITED,
RM1557.10,2,0010N00004PjxN2QAJ,REDK CRM SOLUTIONS LIMITED,
RM1557.10,2,0010N00004PjxN3QAJ,RELIAS LEARNING LTD,
RM1557.10,3,0010N00004PjxN4QAJ,RIPPLE FOUNDATION C.I.C.,
RM1557.10,2,0010N00004PjxN5QAJ,RYALTO LTD,
RM1557.10,3,0010N00004PjxN6QAJ,SALESFORCE CONSULTANCY UK LTD,
RM1557.10,2,0010N00004PjxN8QAJ,SHIFT PARTNER LIMITED,
RM1557.10,2,0010N00004PjxN9QAJ,SIGNAL MEDIA LIMITED,
RM1557.10,2,0010N00004PjxNAQAZ,SMARTLOGIC SEMAPHORE LIMITED,
RM1557.10,2,0010N00004PjxNBQAZ,SNAP40 LIMITED
RM1557.10,2,0010N00004PjxNCQAZ,SOVEREIGN INTELLIGENCE LIMITED,
RM1557.10,3,0010N00004PjxNCQAZ,SOVEREIGN INTELLIGENCE LIMITED,
RM1557.10,3,0010N00004PjxNDQAZ,SPECTRA ANALYTICS LIMITED,
RM1557.10,2,0010N00004PjxNEQAZ,STARRED LIMITED,
RM1557.10,2,0010N00004PjxNFQAZ,SWITCHEE LIMITED
RM1557.10,2,0010N00004PjxNGQAZ,SYMPHONIC SOFTWARE LTD,
RM1557.10,2,0010N00004PjxNHQAZ,MYSENSE LTD,
RM1557.10,2,0010N00004PjxNIQAZ,TEKNOBUILT LIMITED,
RM1557.10,1,0010N00004PjxNJQAZ,TEMPLE INTERACTIVE MEDIA LIMITED,
RM1557.10,2,0010N00004PjxNJQAZ,TEMPLE INTERACTIVE MEDIA LIMITED,
RM1557.10,3,0010N00004PjxNJQAZ,TEMPLE INTERACTIVE MEDIA LIMITED,
RM1557.10,3,0010N00004PjxNKQAZ,THE AUDIENCE AGENCY SERVICES LIMITED,
RM1557.10,3,0010N00004PjxNMQAZ,TRANSITION TECHNOLOGIES MANAGED SERVICES LTD,
RM1557.10,2,0010N00004PjxNNQAZ,TRELLYZ LIMITED,
RM1557.10,2,0010N00004PjxNOQAZ,USECURE LTD,
RM1557.10,1,0010N00004PjxNPQAZ,VMHOSTS LIMITED,
RM1557.10,2,0010N00004PjxNQQAZ,VOXSIO LIMITED,
RM1557.10,2,0010N00004PjxNRQAZ,WAGESTREAM LTD
RM1557.10,2,0010N00004PjxNSQAZ,WANDERA LIMITED,
RM1557.10,2,0010N00004PjxNTQAZ,WEAVEWORKS LTD,
RM1557.10,3,0010N00004PjxNTQAZ,WEAVEWORKS LTD,
RM1557.10,2,0010N00004PjxNUQAZ,XPAND GROUP LTD,
RM1557.10,3,0010N00004PjxNVQAZ,SLY COMMERCIAL LIMITED,
RM1557.10,2,0010N00004Pjz2jQAB,OMNISCOPE LIMITED,
RM1557.10,3,0010N00004Pjz2kQAB,IT MOVES LONDON LTD,
RM1557.10,3,0010N00004Pjz2lQAB,PARICO LIMITED,
RM1557.10,2,0010N00004Pjz2mQAB,Genetec Inc,
RM1557.10,2,0010N00004Pjz2nQAB,Big-HDTC Canada ULC,
RM1557.10,2,0010N00004Pjz2oQAB,NHS NORTH OF ENGLAND COMMISSIONING SUPPORT (HOSTED BY NHS ENGLAND),
RM1557.10,2,0010N00004Pjz2pQAB,Supreme D B A,
RM1557.10,1,0010N00004Pjz2qQAB,WEBARCHITECTS CO-OPERATIVE,
RM1557.10,2,0010N00004Pjz2rQAB,CAS-APP LIMITED,
RM1557.10,2,0010N00004Pjz2sQAB,Mindbridge Analytics Inc,
RM1557.10,2,0010N00004Pjz2tQAB,Uniwise ApS,
RM1557.10,2,0010N00004Pjz2uQAB,PCSINFINITY,
RM1557.10,2,0010N00004PjzGZQAZ,KEEPER TECHNOLOGY SOLUTIONS LIMITED,
RM1557.10,3,0010N00004PjzGZQAZ,KEEPER TECHNOLOGY SOLUTIONS LIMITED,
RM1557.10,2,0010N00004PjzJhQAJ,"Civicactions, Inc.",
RM1557.10,2,0010N00004PjzJiQAJ,People On Call Inc,
RM1557.10,2,0010N00004PjzJjQAJ,"Mark43, Inc.",
RM1557.10,3,0010N00004PjzJkQAJ,Apimetrics Inc.,
RM1557.10,2,0010N00004PjzJlQAJ,Gapjumpers Inc.,
RM1557.10,3,0010N00004PjzJmQAJ,"Roomify, LLC",
RM1557.10,2,0010N00004PjzJoQAJ,"Wandisco, Inc.",
RM1557.10,2,0010N00004PjzJpQAJ,Ecodomus Inc.,
RM1557.10,2,0010N00004PjzJqQAJ,"Kryptowire, LLC",
RM1557.10,3,0010N00004Sfeo3QAB,ASSAI SOFTWARE SERVICES B.V.,
RM1557.10,3,0010N00004SOKvlQAH,ZITEC COM SRL,
RM1557.10,2,0010N00004SOMvSQAX,STUDYBUNDLES LIMITED,
RM1557.10,2,0010N00004SOMybQAH,DESYGNER PTY LTD,
RM1557.10,3,0010N00004SyrLDQAZ,DATAART TECHNOLOGIES UK LTD,
RM1557.10,2,0010N00004UwmFaQAJ,APPTIMIZED LIMITED
RM1557.10,1,0010N00004UwmFbQAJ,CUSTODIANDC LIMITED,
RM1557.10,2,0010N00004UwmFcQAJ,"GEOGRAPHIC SOLUTIONS, INC.",
RM1557.10,1,0010N00004UwmFdQAJ,"DATABRICKS, INC.",
RM1557.10,2,0010N00004UwmFdQAJ,"DATABRICKS, INC.",
RM1557.10,2,0010N00004UwmFeQAJ,MACRANET LIMITED,
RM1557.10,3,0010N00004UwmFfQAJ,CLOUDMORE LTD,
RM1557.10,2,0010N00004UwmFgQAJ,CORE COMPUTER CONSULTANTS UK LIMITED
RM1557.10,3,0010N00004UwmFhQAJ,GATEWAY TECHNOLABS UK LTD,
RM1557.10,2,0010N00004UwmFHQAZ,GEOXPHERE LTD,
RM1557.10,2,0010N00004UwmFiQAJ,SLACK TECHNOLOGIES LIMITED
RM1557.10,2,0010N00004UwmFjQAJ,PERSISTENT SYSTEMS LTD,
RM1557.10,3,0010N00004UwmFJQAZ,DIGITERRE (UK) LIMITED,
RM1557.10,2,0010N00004UwmFkQAJ,CH FUTURES LIMITED,
RM1557.10,2,0010N00004UwmFKQAZ,YESPLAN UK LTD,
RM1557.10,1,0010N00004UwmFlQAJ,MINDTREE LIMITED
RM1557.10,2,0010N00004UwmFlQAJ,MINDTREE LIMITED
RM1557.10,3,0010N00004UwmFlQAJ,MINDTREE LIMITED
RM1557.10,1,0010N00004UwmFLQAZ,KINETIC SOLUTIONS LIMITED,
RM1557.10,2,0010N00004UwmFmQAJ,INSPERA AS,
RM1557.10,2,0010N00004UwmFMQAZ,CAREERBUILDER UK LIMITED
RM1557.10,1,0010N00004UwmFnQAJ,FIRSTNET DATA CENTRES (LEEDS) LLP,
RM1557.10,3,0010N00004UwmFNQAZ,XNET CHAMBERS LLP
RM1557.10,2,0010N00004UwmFoQAJ,J BERKELEY LIMITED,
RM1557.10,1,0010N00004UwmFOQAZ,PIWIK PRO SP Z O O,
RM1557.10,2,0010N00004UwmFOQAZ,PIWIK PRO SP Z O O,
RM1557.10,3,0010N00004UwmFOQAZ,PIWIK PRO SP Z O O,
RM1557.10,2,0010N00004UwmFPQAZ,IOVATION INC.,
RM1557.10,2,0010N00004UwmFQQAZ,SPLASH BUSINESS INTELLIGENCE UK LTD,
RM1557.10,2,0010N00004UwmFRQAZ,VALAMIS LEARNING UK LIMITED,
RM1557.10,2,0010N00004UwmFSQAZ,IDECSI UK LIMITED,
RM1557.10,2,0010N00004UwmFTQAZ,PITNEY BOWES SOFTWARE EUROPE LIMITED,
RM1557.10,3,0010N00004UwmFUQAZ,BROAD CONSULTING GROUP LIMITED,
RM1557.10,2,0010N00004UwmFVQAZ,SIMAC IDS LIMITED,
RM1557.10,3,0010N00004UwmFWQAZ,SIRIUS OPEN SOURCE LTD,
RM1557.10,2,0010N00004UwmFXQAZ,LAUNCHWORKS LTD,
RM1557.10,2,0010N00004UwmFYQAZ,BENCHMARK ESTIMATING SOFTWARE LIMITED,
RM1557.10,2,0010N00004UwmFZQAZ,ICS.AI LTD
RM1557.10,2,0010N00004UwXbrQAF,CORVID PAYGATE LIMITED
RM1557.10,1,0010N00004UxRQKQA3,TWISTED FISH IT LIMITED,
RM1557.10,2,0010N00004W1QWRQA3,SRCL LIMITED,
RM1557.10,2,0010N00004W24zRQAR,BUNDLEDOCS LIMITED,
RM1557.10,2,0010N00004W24zTQAR,ADAPTAVIST UK SERVICES LTD,
RM1557.10,3,0010N00004W24zTQAR,ADAPTAVIST UK SERVICES LTD,
RM1557.10,1,0010N00004W24zUQAR,CALLIGO (UK) LIMITED,
RM1557.10,3,0010N00004W24zUQAR,CALLIGO (UK) LIMITED,
RM1557.10,3,0010N00004W24zVQAR,CORVID PROTECT HOLDINGS LIMITED,
RM1557.10,3,0010N00004W24zWQAR,ALBANY BECK CONSULTANCY SERVICES LTD
RM1557.10,2,0010N00004W24zXQAR,NOVABASE DIGITAL,
RM1557.10,3,0010N00004W24zXQAR,NOVABASE DIGITAL,
RM1557.10,2,0010N00004W24zYQAR,CONSUMER HEALTH ENGAGEMENT SOLUTIONS LIMITED,
RM1557.10,1,0010N00004W24zZQAR,INTERSYSTEMS CORPORATION,
RM1557.10,1,0010N00004W257kQAB,TRIBE TELECOMMUNICATIONS GROUP LTD,
RM1557.10,1,0010N00004W257lQAB,"Hypergrid, Inc.",
RM1557.10,2,0010N00004W257lQAB,"Hypergrid, Inc.",
RM1557.10,2,0010N00004W257mQAB,DROPBOX UK ONLINE LTD.,
RM1557.10,1,0010N00004W257nQAB,ILAND EUROPE LIMITED,
RM1557.10,2,0010N00004W257oQAB,PRADEO UK LTD,
RM1557.10,2,0010N00004W257pQAB,MEDICAL BANKS SOFTWARE LIMITED,
RM1557.10,2,0010N00004W257qQAB,ROBERTSON & CO. (INVESTIGATIONS) LIMITED,
RM1557.10,2,0010N00004W257rQAB,MICRO FOCUS SOFTWARE (IRELAND) LIMITED,
RM1557.10,1,0010N00004W257sQAB,ROMEO SIX LLC,
RM1557.10,2,0010N00004W257tQAB,"SPHERA SOLUTIONS, INC.",
RM1557.10,3,0010N00004W257tQAB,"SPHERA SOLUTIONS, INC.",
RM1557.10,2,0010N00004W257uQAB,"LUCERNEX, INC.",
RM1557.10,1,0010N00004XKN8aQAH,JISC,
RM1557.10,2,0010N00004XKN8aQAH,JISC,
RM1557.10,3,0010N00004XKN8aQAH,JISC,
RM1557.10,2,0010N00004YZ6rmQAD,CANTIUM BUSINESS SOLUTIONS LIMITED,
RM1557.10,2,0014J000002pg3AQAQ,RESOLVERCOUK LIMITED,
RM1557.10,3,0014J000003b8OeQAI,SCROLL PROJECTS LTD,
RM1557.10,3,001b000003ajXr7AAE,Plan b Professional Services Limited,
RM1557.10,3,001b000003alEcHAAU,GERSHON RESOURCING LIMITED,
RM1557.10,1,001b000003alVPoAAM,MCCANNIT LIMITED,
RM1557.10,2,001b000003alVPoAAM,MCCANNIT LIMITED,
RM1557.10,3,001b000003alVPoAAM,MCCANNIT LIMITED,
RM1557.10,3,001b000003amtj6AAA,Digital Rainbow Project Consultants Limited,
RM1557.10,3,001b000003anLBsAAM,Pilot Works Ltd
RM1557.10,3,001b000003anMiEAAU,Insight Executive Group,
RM1557.10,2,001b000003cVSCXAA4,Carnall Farrar Ltd,
RM1557.10,3,001b000003cVSCXAA4,Carnall Farrar Ltd,
RM1557.10,3,001b000003dF94MAAS,Harmonic Ltd,
RM1557.10,3,001b000003dHkAbAAK,C Squared Consultancy Limited,
RM1557.10,2,001b000003dI7CjAAK,Moore Stephens Insight Limited
RM1557.10,3,001b000003dI7CjAAK,Moore Stephens Insight Limited
RM1557.10,2,001b000003dIcK4AAK,D R MEDICAL LIMITED,
RM1557.10,2,001b000003eOD41AAG,EXCELERATED PROCUREMENT SOLUTIONS LIMITED,
RM1557.10,3,001b000003eOD41AAG,EXCELERATED PROCUREMENT SOLUTIONS LIMITED,
RM1557.10,3,001b000003ePPccAAG,Remit Consulting LLP
RM1557.10,2,001b000003fJR0BAAW,RINGCENTRAL UK LTD
RM1557.10,2,001b000003fJznZAAS,SERVELEC EDUCATION LIMITED
RM1557.10,3,001b000003fJznZAAS,SERVELEC EDUCATION LIMITED
RM1557.10,3,001b000003fKflhAAC,DIGITALXRAID LTD,
RM1557.10,2,001b000003g6v4xAAA,Engeneum Limited,
RM1557.10,3,001b000003g7zhBAAQ,Makers Academy,
RM1557.10,3,001b000003g7zhGAAQ,Laing Solutions,
RM1557.10,1,001b000003g7zhPAAQ,Anson Resolution,
RM1557.10,2,001b000003g7zhPAAQ,Anson Resolution,
RM1557.10,3,001b000003g7zhPAAQ,Anson Resolution,
RM1557.10,3,001b000003g7zhTAAQ,Northtronics Ltd.,
RM1557.10,2,001b000003g7zi0AAA,Paper
RM1557.10,3,001b000003g7zi0AAA,Paper
RM1557.10,2,001b000003g7zi3AAA,Sundown Solutions Ltd
RM1557.10,3,001b000003g7zi3AAA,Sundown Solutions Ltd
RM1557.10,3,001b000003g7zi4AAA,Zenith Project Solutions LTD,
RM1557.10,2,001b000003g7zi5AAA,Risk Reasoning Limited,
RM1557.10,3,001b000003g7ziJAAQ,Buzz and Beyond Limited,
RM1557.10,3,001b000003g7zirAAA,IMD CONSULTANCY
RM1557.10,2,001b000003g7zizAAA,Juicy Media Ltd.,
RM1557.10,3,001b000003g7zj1AAA,Business Continuity Solutions Ltd,
RM1557.10,2,001b000003g7zj2AAA,E E Testers,
RM1557.10,3,001b000003g7zj2AAA,E E Testers,
RM1557.10,3,001b000003g7zjAAAQ,Earlsdon Consulting Ltd,
RM1557.10,2,001b000003g7zjgAAA,Turnkey Computer Technology Ltd,
RM1557.10,3,001b000003g7zjgAAA,Turnkey Computer Technology Ltd,
RM1557.10,3,001b000003g7zjOAAQ,PATHFINDER PROJECT MANAGEMENT LTD,
RM1557.10,1,001b000003g7zjqAAA,Whitespider,
RM1557.10,2,001b000003g7zjqAAA,Whitespider,
RM1557.10,3,001b000003g7zjqAAA,Whitespider,
RM1557.10,2,001b000003g7zjZAAQ,Research Series Limited,
RM1557.10,3,001b000003g7zjZAAQ,Research Series Limited,
RM1557.10,1,001b000003g7zrbAAA,"Think Big, A Teradata Company",
RM1557.10,3,001b000003g7zrbAAA,"Think Big, A Teradata Company",
RM1557.10,3,001b000003g7zrcAAA,M Three Corporate Consulting Limited
RM1557.10,3,001b000003g7zs0AAA,IAME Ltd
RM1557.10,2,001b000003g7zs7AAA,BetterGov
RM1557.10,3,001b000003g7zs7AAA,BetterGov
RM1557.10,3,001b000003g7zsgAAA,Ropes2Ground Limited
RM1557.10,3,001b000003g7zsmAAA,Random Analysis Limited,
RM1557.10,2,001b000003g7zsRAAQ,Adarga Ltd,
RM1557.10,1,001b000003g7zsuAAA,Spotlight Data
RM1557.10,2,001b000003g7zsuAAA,Spotlight Data
RM1557.10,3,001b000003g7zsuAAA,Spotlight Data
RM1557.10,3,001b000003g7zt3AAA,Under Our Umbrella
RM1557.10,3,001b000003g7zt8AAA,Planit Software Testing Limited,
RM1557.10,2,001b000003g7ztAAAQ,Kumoco
RM1557.10,3,001b000003g7ztAAAQ,Kumoco
RM1557.10,3,001b000003g7ztJAAQ,Applied Informatics Limited,
RM1557.10,2,001b000003g7ztVAAQ,Malikshaw Limited
RM1557.10,3,001b000003g7ztVAAQ,Malikshaw Limited
RM1557.10,3,001b000003g7ztxAAA,Digitech Analytics Ltd,
RM1557.10,1,001b000003g7zu5AAA,VIX DIGITAL LTD,
RM1557.10,3,001b000003g7zudAAA,EngineerBetter,
RM1557.10,2,001b000003g7zumAAA,DocSafe Limited,
RM1557.10,3,001b000003g7zv8AAA,Sequence Limited,
RM1557.10,2,001b000003g7zvfAAA,Snap Out
RM1557.10,3,001b000003g7zvHAAQ,Joylab Service Design & Innovation
RM1557.10,3,001b000003g7zvNAAQ,Expert Thinking,
RM1557.10,2,001b000003g7zvPAAQ,SOFTSTREAM SOLUTIONS LIMITED,
RM1557.10,3,001b000003g7zvPAAQ,SOFTSTREAM SOLUTIONS LIMITED,
RM1557.10,2,001b000003g7zvrAAA,Search Johnston (t/a Taxonomics),
RM1557.10,3,001b000003g7zvSAAQ,Kharon-IT Limited,
RM1557.10,3,001b000003g7zvvAAA,People 2 Procure Limited,
RM1557.10,1,001b000003g7zvWAAQ,Mallon Technology Ltd,
RM1557.10,2,001b000003g7zvWAAQ,Mallon Technology Ltd,
RM1557.10,3,001b000003g7zvzAAA,Factory Internet Ltd,
RM1557.10,1,001b000003g7zw1AAA,Netcel
RM1557.10,2,001b000003g7zw1AAA,Netcel
RM1557.10,3,001b000003g7zw1AAA,Netcel
RM1557.10,3,001b000003g7zw4AAA,Arrow Project Management (ArrowPM),
RM1557.10,2,001b000003g7zwdAAA,Amazic
RM1557.10,3,001b000003g7zwdAAA,Amazic
RM1557.10,2,001b000003g7zwDAAQ,Intelligration Limited,
RM1557.10,3,001b000003g7zwiAAA,AdRoc Group
RM1557.10,3,001b000003g7zwjAAA,Digital Specialists,
RM1557.10,2,001b000003g7zwLAAQ,Alesto Ltd
RM1557.10,3,001b000003g7zwLAAQ,Alesto Ltd
RM1557.10,3,001b000003g7zwpAAA,Uasabi Limited,
RM1557.10,2,001b000003g7zwRAAQ,Appdragon,
RM1557.10,3,001b000003g7zwyAAA,Graph Digital Ltd
RM1557.10,3,001b000003g7zx0AAA,DevOps consultancy by Theta Stack,
RM1557.10,2,001b000003g7zx6AAA,Applied,
RM1557.10,1,001b000003g7zxbAAA,Embridge Consulting (UK) Ltd
RM1557.10,2,001b000003g7zxbAAA,Embridge Consulting (UK) Ltd
RM1557.10,3,001b000003g7zxbAAA,Embridge Consulting (UK) Ltd
RM1557.10,3,001b000003g7zxFAAQ,Sharpe Pritchard Strategy Limited,
RM1557.10,2,001b000003g7zxGAAQ,Gulp Digital,
RM1557.10,3,001b000003g7zxGAAQ,Gulp Digital,
RM1557.10,2,001b000003g7zxJAAQ,Evolution Artificial Intelligence ltd,
RM1557.10,3,001b000003g7zxJAAQ,Evolution Artificial Intelligence ltd,
RM1557.10,2,001b000003g7zxMAAQ,Accrosoft Ltd,
RM1557.10,3,001b000003g7zxSAAQ,Estelia Ltd,
RM1557.10,2,001b000003g7zxYAAQ,NJW Limited
RM1557.10,1,001b000003g7zxZAAQ,Larmer Brown Limited,
RM1557.10,2,001b000003g7zxZAAQ,Larmer Brown Limited,
RM1557.10,3,001b000003g7zxZAAQ,Larmer Brown Limited,
RM1557.10,2,001b000003g800bAAA,OUDE & ZAKEN LTD,
RM1557.10,3,001b000003g800cAAA,Armakuni Limited
RM1557.10,3,001b000003g8012AAA,Mediawork (UK) Ltd,
RM1557.10,3,001b000003g8015AAA,Giltar Information Security
RM1557.10,2,001b000003g801EAAQ,Media Marketing Research International,
RM1557.10,3,001b000003g801HAAQ,Axiologik,
RM1557.10,2,001b000003g801kAAA,Beautiful Information,
RM1557.10,3,001b000003g801KAAQ,Kudu Consultancy
RM1557.10,3,001b000003g801MAAQ,Francis Ltd,
RM1557.10,1,001b000003g801RAAQ,Syrosand Consulting
RM1557.10,3,001b000003g801RAAQ,Syrosand Consulting
RM1557.10,2,001b000003g801sAAA,Energy Elephant Ltd,
RM1557.10,2,001b000003g801SAAQ,GetNEW Digital,
RM1557.10,1,001b000003g8021AAA,STACKBOARD LTD,
RM1557.10,2,001b000003g8021AAA,STACKBOARD LTD,
RM1557.10,3,001b000003g8021AAA,STACKBOARD LTD,
RM1557.10,3,001b000003g8027AAA,Agilysts,
RM1557.10,3,001b000003g802cAAA,UCNS Managed IT
RM1557.10,3,001b000003g802oAAA,All Round Defence,
RM1557.10,3,001b000003g802QAAQ,IronCat Ltd,
RM1557.10,3,001b000003grNSJAA2,Mangrove Data Limited
RM1557.10,3,001b000003gs2pcAAA,NEW STATE CORPORATION LIMITED,
RM1557.10,1,001b000003gsQ7eAAE,RAYTHEON SYSTEMS LIMITED,
RM1557.10,2,001b000003gsQ7eAAE,RAYTHEON SYSTEMS LIMITED,
RM1557.10,3,001b000003gsQ7eAAE,RAYTHEON SYSTEMS LIMITED,
RM1557.10,2,001b000003gt8iRAAQ,InterQuest Group (UK) Limited
RM1557.10,3,001b000003gt8iRAAQ,InterQuest Group (UK) Limited
RM1557.10,3,001b000003gt8kIAAQ,Imaya Ltd,
RM1557.10,2,001b000003gt8luAAA,Falanx Cyber Defence Limited,
RM1557.10,3,001b000003gt8luAAA,Falanx Cyber Defence Limited,
RM1557.10,3,001b000003hWUpRAAW,VISION ERP LIMITED,
RM1557.10,2,001b000003hXOMGAA4,CIPHR Limited
RM1557.10,3,001b000003hXOMGAA4,CIPHR Limited
RM1557.10,3,001b000003j4j6tAAA,ELLIOTT COLES LIMITED,
RM1557.10,3,001b000003j7M2ZAAU,ASCENDANT TECHNOLOGY LIMITED,
RM1557.10,1,001b000003j7R1wAAE,NIIT TECHNOLOGIES LIMITED,
RM1557.10,2,001b000003j7R1wAAE,NIIT TECHNOLOGIES LIMITED,
RM1557.10,3,001b000003j7R1wAAE,NIIT TECHNOLOGIES LIMITED,
RM1557.10,2,001b000003jwaKOAAY,MARXTAR LTD,
RM1557.10,3,001b000003jwaKOAAY,MARXTAR LTD,
RM1557.10,2,001b000003jwDQQAA2,EMB Certification,
RM1557.10,3,001b000003jwDQQAA2,EMB Certification,
RM1557.10,2,001b000003jwXWXAA2,Tricostar Software Ltd
RM1557.10,3,001b000003jwXWXAA2,Tricostar Software Ltd
RM1557.10,1,001b000003jzRBNAA2,PARK PLACE TECHNOLOGIES LIMITED
RM1557.10,2,001b000003kcdnlAAA,TENDERSCOUT LIMITED,
RM1557.10,1,001b000003keyGHAAY,CASTLETON MANAGED SERVICES LTD,
RM1557.10,2,001b000003keyGHAAY,CASTLETON MANAGED SERVICES LTD,
RM1557.10,2,001b000003kfC7XAAU,HELASTEL LIMITED,
RM1557.10,3,001b000003kfC7XAAU,HELASTEL LIMITED,
RM1557.10,1,001b000003kfFojAAE,KINSEED LIMITED,
RM1557.10,2,001b000003kfFojAAE,KINSEED LIMITED,
RM1557.10,3,001b000003kfFojAAE,KINSEED LIMITED,
RM1557.10,2,001b000003lIXtpAAG,C2 CYBER LTD,
RM1557.10,3,001b000003lIXtpAAG,C2 CYBER LTD,
RM1557.10,3,001b000003lwpuQAAQ,OPTICORE IT LTD,
RM1557.10,3,001b000003lxVRRAA2,@ITS (SEARCH & SELECTION) LIMITED
RM1557.10,2,001b000003mX8nJAAS,INSTRUCTURE GLOBAL LIMITED
RM1557.10,3,001b000003nfWd5AAE,ASSURED NETWORK SERVICES LIMITED,
RM1557.10,1,001b000003OCcamAAD,British Telecommunications Plc
RM1557.10,2,001b000003OCcamAAD,British Telecommunications Plc
RM1557.10,3,001b000003OCcamAAD,British Telecommunications Plc
RM1557.10,1,001b000003OCcaoAAD,Fujitsu Services Ltd
RM1557.10,2,001b000003OCcaoAAD,Fujitsu Services Ltd
RM1557.10,3,001b000003OCcaoAAD,Fujitsu Services Ltd
RM1557.10,1,001b000003OCcasAAD,Accenture (UK) Ltd
RM1557.10,2,001b000003OCcasAAD,Accenture (UK) Ltd
RM1557.10,3,001b000003OCcasAAD,Accenture (UK) Ltd
RM1557.10,3,001b000003OCcauAAD,ASE Consulting
RM1557.10,3,001b000003OCcawAAD,Badenoch & Clark Ltd
RM1557.10,1,001b000003OCcazAAD,Capgemini Uk Plc
RM1557.10,2,001b000003OCcazAAD,Capgemini Uk Plc
RM1557.10,3,001b000003OCcazAAD,Capgemini Uk Plc
RM1557.10,1,001b000003OCcb0AAD,CENTERPRISE INTERNATIONAL LIMITED
RM1557.10,2,001b000003OCcb0AAD,CENTERPRISE INTERNATIONAL LIMITED
RM1557.10,3,001b000003OCcb0AAD,CENTERPRISE INTERNATIONAL LIMITED
RM1557.10,1,001b000003OCcb1AAD,Civica UK Ltd
RM1557.10,2,001b000003OCcb1AAD,Civica UK Ltd
RM1557.10,3,001b000003OCcb1AAD,Civica UK Ltd
RM1557.10,1,001b000003OCcb3AAD,ComputaCenter (UK) Ltd
RM1557.10,2,001b000003OCcb3AAD,ComputaCenter (UK) Ltd
RM1557.10,3,001b000003OCcb3AAD,ComputaCenter (UK) Ltd
RM1557.10,1,001b000003OCcb5AAD,CDS - Corporate Document Services
RM1557.10,2,001b000003OCcb5AAD,CDS - Corporate Document Services
RM1557.10,3,001b000003OCcb5AAD,CDS - Corporate Document Services
RM1557.10,1,001b000003OCcb6AAD,DELL CORPORATION LIMITED
RM1557.10,2,001b000003OCcb8AAD,Experis Limited
RM1557.10,3,001b000003OCcb8AAD,Experis Limited
RM1557.10,2,001b000003OCcbAAAT,Ernst & Young LLP
RM1557.10,3,001b000003OCcbAAAT,Ernst & Young LLP
RM1557.10,2,001b000003OCcbBAAT,ESRI (UK) LIMITED
RM1557.10,3,001b000003OCcbBAAT,ESRI (UK) LIMITED
RM1557.10,3,001b000003OCcbCAAT,Evolve Business Consultancy Ltd
RM1557.10,3,001b000003OCcbeAAD,Oracle Corporation UK Ltd
RM1557.10,2,001b000003OCcbfAAD,PA CONSULTING SERVICES LIMITED
RM1557.10,3,001b000003OCcbfAAD,PA CONSULTING SERVICES LIMITED
RM1557.10,1,001b000003OCcbGAAT,Hewlett-Packard Ltd
RM1557.10,2,001b000003OCcbGAAT,Hewlett-Packard Ltd
RM1557.10,3,001b000003OCcbGAAT,Hewlett-Packard Ltd
RM1557.10,2,001b000003OCcbiAAD,PricewaterhouseCoopers LLP,
RM1557.10,3,001b000003OCcbiAAD,PricewaterhouseCoopers LLP,
RM1557.10,1,001b000003OCcbJAAT,IBM UNITED KINGDOM LIMITED,
RM1557.10,2,001b000003OCcbJAAT,IBM UNITED KINGDOM LIMITED,
RM1557.10,3,001b000003OCcbJAAT,IBM UNITED KINGDOM LIMITED,
RM1557.10,2,001b000003OCcbNAAT,Informed Solutions
RM1557.10,3,001b000003OCcbNAAT,Informed Solutions
RM1557.10,1,001b000003OCcboAAD,SciSys Ltd
RM1557.10,2,001b000003OCcboAAD,SciSys Ltd
RM1557.10,3,001b000003OCcboAAD,SciSys Ltd
RM1557.10,2,001b000003OCcbRAAT,KPMG LLP
RM1557.10,3,001b000003OCcbRAAT,KPMG LLP
RM1557.10,3,001b000003OCcbTAAT,LA International Computer Consultants Ltd
RM1557.10,2,001b000003OCcbuAAD,Terraquest Solutions Ltd,
